Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
13.37,No Sugar,0.068,Others,230.34,1999,Medium,Tier 1,Departmental Store,6135.94
13.15,Regular,0.226,Seafood,125.91,2009,Medium,Tier 2,Supermarket Type2,3133.05
11.43,Low Sugar,0.137,Snack Foods,124.91,2009,Medium,Tier 2,Supermarket Type2,2725.28
13.54,Low Sugar,0.1,Snack Foods,154.55,2009,Medium,Tier 2,Supermarket Type2,3808.62
11.02,Low Sugar,0.072,Fruits and Vegetables,124.03,2009,Medium,Tier 2,Supermarket Type2,2614.68
13.23,No Sugar,0.089,Others,147.24,2009,Medium,Tier 2,Supermarket Type2,3588.15
14.04,Low Sugar,0.042,Dairy,147.35,2009,Medium,Tier 2,Supermarket Type2,3773.83
11.09,Low Sugar,0.076,Breads,111.05,1987,High,Tier 2,Supermarket Type1,2363.7
12.07,No Sugar,0.076,Health and Hygiene,156.9,2009,Medium,Tier 2,Supermarket Type2,3524.0
17.03,Low Sugar,0.11,Dairy,134.98,1999,Medium,Tier 1,Departmental Store,5055.84
14.14,reg,0.034,Frozen Foods,153.5,2009,Medium,Tier 2,Supermarket Type2,3921.9
13.29,Low Sugar,0.086,Canned,135.99,2009,Medium,Tier 2,Supermarket Type2,3371.45
13.63,Low Sugar,0.032,Fruits and Vegetables,141.17,2009,Medium,Tier 2,Supermarket Type2,3554.44
14.17,Regular,0.026,Breakfast,169.74,1999,Medium,Tier 1,Departmental Store,4259.99
12.77,Low Sugar,0.027,Baking Goods,146.96,2009,Medium,Tier 2,Supermarket Type2,3479.11
10.01,Low Sugar,0.051,Dairy,120.13,1987,High,Tier 2,Supermarket Type1,2306.75
11.39,Low Sugar,0.034,Fruits and Vegetables,137.21,2009,Medium,Tier 2,Supermarket Type2,2966.09
9.58,Low Sugar,0.133,Baking Goods,142.33,2009,Medium,Tier 2,Supermarket Type2,2661.65
13.28,Low Sugar,0.071,Hard Drinks,127.34,2009,Medium,Tier 2,Supermarket Type2,3191.77
14.87,No Sugar,0.13,Household,184.9,1987,High,Tier 2,Supermarket Type1,4728.24
11.79,Low Sugar,0.097,Soft Drinks,156.35,2009,Medium,Tier 2,Supermarket Type2,3449.41
9.99,Regular,0.118,Snack Foods,148.3,2009,Medium,Tier 2,Supermarket Type2,2876.83
15.05,Regular,0.12,Fruits and Vegetables,198.53,1999,Medium,Tier 1,Departmental Store,5049.41
10.72,Regular,0.119,Canned,127.9,2009,Medium,Tier 2,Supermarket Type2,2626.22
13.95,Low Sugar,0.027,Dairy,179.69,1999,Medium,Tier 1,Departmental Store,4414.92
11.65,Regular,0.084,Breakfast,169.04,2009,Medium,Tier 2,Supermarket Type2,3676.75
11.11,Low Sugar,0.103,Dairy,127.5,2009,Medium,Tier 2,Supermarket Type2,2704.5
13.52,Regular,0.14,Dairy,139.07,2009,Medium,Tier 2,Supermarket Type2,3486.32
13.47,No Sugar,0.021,Household,126.33,2009,Medium,Tier 2,Supermarket Type2,3214.79
15.67,Regular,0.078,Dairy,145.48,1987,High,Tier 2,Supermarket Type1,4102.38
12.35,Regular,0.015,Fruits and Vegetables,152.86,2009,Medium,Tier 2,Supermarket Type2,3503.96
16.07,Low Sugar,0.033,Snack Foods,185.45,1999,Medium,Tier 1,Departmental Store,5012.4
13.81,Low Sugar,0.076,Soft Drinks,134.21,2009,Medium,Tier 2,Supermarket Type2,3453.34
9.55,Low Sugar,0.127,Dairy,121.5,1998,Small,Tier 3,Food Mart,2228.55
13.6,Regular,0.052,Canned,199.99,1987,High,Tier 2,Supermarket Type1,4751.19
10.02,Regular,0.026,Frozen Foods,115.99,1998,Small,Tier 3,Food Mart,2222.25
9.14,Low Sugar,0.055,Canned,132.11,1987,High,Tier 2,Supermarket Type1,4744.69
12.44,Low Sugar,0.041,Dairy,175.32,2009,Medium,Tier 2,Supermarket Type2,3983.94
10.43,Low Sugar,0.059,Snack Foods,73.7,1998,Small,Tier 3,Food Mart,1450.83
14.8,Regular,0.106,Dairy,160.86,1999,Medium,Tier 1,Departmental Store,4221.33
14.2,No Sugar,0.032,Household,122.57,2009,Medium,Tier 2,Supermarket Type2,3301.93
14.41,Regular,0.084,Dairy,124.18,2009,Medium,Tier 2,Supermarket Type2,3383.14
14.94,Low Sugar,0.057,Fruits and Vegetables,181.81,1987,High,Tier 2,Supermarket Type1,4682.06
12.61,Low Sugar,0.086,Canned,146.61,2009,Medium,Tier 2,Supermarket Type2,3435.67
14.3,Regular,0.02,Canned,138.49,2009,Medium,Tier 2,Supermarket Type2,3650.65
11.15,Low Sugar,0.107,Snack Foods,167.36,2009,Medium,Tier 2,Supermarket Type2,3530.42
14.27,Low Sugar,0.105,Canned,145.12,2009,Medium,Tier 2,Supermarket Type2,3779.0
13.24,Low Sugar,0.085,Breads,153.86,2009,Medium,Tier 2,Supermarket Type2,3725.29
16.01,Low Sugar,0.027,Fruits and Vegetables,117.48,2009,Medium,Tier 2,Supermarket Type2,3606.55
11.24,Low Sugar,0.043,Fruits and Vegetables,97.27,1998,Small,Tier 3,Food Mart,2115.03
18.13,No Sugar,0.168,Household,175.09,1999,Medium,Tier 1,Departmental Store,5264.11
14.59,Low Sugar,0.02,Dairy,149.52,2009,Medium,Tier 2,Supermarket Type2,3942.58
11.57,Low Sugar,0.035,Frozen Foods,161.47,2009,Medium,Tier 2,Supermarket Type2,3502.95
12.19,Low Sugar,0.115,Baking Goods,117.35,2009,Medium,Tier 2,Supermarket Type2,2490.03
10.84,Low Sugar,0.024,Soft Drinks,109.08,1998,Small,Tier 3,Food Mart,2267.02
10.12,Low Sugar,0.065,Snack Foods,115.4,1998,Small,Tier 3,Food Mart,2232.59
12.98,Low Sugar,0.116,Snack Foods,165.88,2009,Medium,Tier 2,Supermarket Type2,3912.06
10.22,Low Sugar,0.077,Canned,129.55,2009,Medium,Tier 2,Supermarket Type2,2546.38
9.71,Regular,0.051,Frozen Foods,202.69,1999,Medium,Tier 1,Departmental Store,6299.08
13.47,Regular,0.017,Fruits and Vegetables,102.19,2009,Medium,Tier 2,Supermarket Type2,2720.11
13.66,Low Sugar,0.034,Dairy,113.31,2009,Medium,Tier 2,Supermarket Type2,2991.39
11.12,No Sugar,0.026,Household,104.77,1998,Small,Tier 3,Food Mart,2241.79
8.71,Low Sugar,0.048,Fruits and Vegetables,112.89,1998,Small,Tier 3,Food Mart,2205.49
15.93,reg,0.102,Seafood,202.92,1999,Medium,Tier 1,Departmental Store,5336.72
12.23,Low Sugar,0.054,Fruits and Vegetables,152.83,2009,Medium,Tier 2,Supermarket Type2,3477.12
13.46,No Sugar,0.08,Household,148.75,2009,Medium,Tier 2,Supermarket Type2,3670.67
11.39,Low Sugar,0.065,Fruits and Vegetables,178.11,2009,Medium,Tier 2,Supermarket Type2,2119.94
13.3,Regular,0.066,Canned,150.81,2009,Medium,Tier 2,Supermarket Type2,3676.38
12.04,Low Sugar,0.064,Canned,129.1,2009,Medium,Tier 2,Supermarket Type2,2947.11
14.41,Low Sugar,0.227,Meat,169.72,1999,Medium,Tier 1,Departmental Store,4314.66
14.42,Regular,0.065,Snack Foods,170.37,1999,Medium,Tier 1,Departmental Store,4330.37
11.73,No Sugar,0.015,Household,170.07,2009,Medium,Tier 2,Supermarket Type2,3716.96
10.21,Regular,0.025,Fruits and Vegetables,139.46,2009,Medium,Tier 2,Supermarket Type2,2745.84
11.01,Low Sugar,0.142,Soft Drinks,167.55,2009,Medium,Tier 2,Supermarket Type2,3501.55
12.42,Regular,0.016,Starchy Foods,136.13,2009,Medium,Tier 2,Supermarket Type2,3177.62
15.06,Regular,0.118,Fruits and Vegetables,132.98,2009,Medium,Tier 2,Supermarket Type2,3708.73
12.61,Low Sugar,0.085,Soft Drinks,163.98,2009,Medium,Tier 2,Supermarket Type2,3789.5
14.16,Low Sugar,0.053,Fruits and Vegetables,158.08,1987,High,Tier 2,Supermarket Type1,4020.73
10.93,No Sugar,0.082,Household,109.82,1987,High,Tier 2,Supermarket Type1,2301.97
13.09,Low Sugar,0.148,Dairy,124.13,2009,Medium,Tier 2,Supermarket Type2,3084.52
16.07,Low Sugar,0.167,Meat,148.86,1999,Medium,Tier 1,Departmental Store,4264.01
18.26,Low Sugar,0.031,Soft Drinks,174.31,1999,Medium,Tier 1,Departmental Store,5279.53
10.75,Low Sugar,0.027,Baking Goods,144.76,2009,Medium,Tier 2,Supermarket Type2,2975.96
13.93,Low Sugar,0.031,Soft Drinks,164.12,1987,High,Tier 2,Supermarket Type1,4092.54
13.38,Regular,0.014,Canned,165.02,2009,Medium,Tier 2,Supermarket Type2,3984.89
12.44,No Sugar,0.068,Household,143.3,2009,Medium,Tier 2,Supermarket Type2,3328.75
14.16,Low Sugar,0.077,Snack Foods,179.68,1999,Medium,Tier 1,Departmental Store,4461.79
13.86,Low Sugar,0.032,Snack Foods,149.76,2009,Medium,Tier 2,Supermarket Type2,3781.32
16.59,Low Sugar,0.174,Fruits and Vegetables,175.62,1999,Medium,Tier 1,Departmental Store,4928.88
15.55,Regular,0.025,Fruits and Vegetables,163.35,1999,Medium,Tier 1,Departmental Store,4442.13
8.9,Low Sugar,0.108,Snack Foods,149.8,2009,Medium,Tier 2,Supermarket Type2,2660.66
16.6,Regular,0.193,Baking Goods,190.12,1999,Medium,Tier 1,Departmental Store,5225.93
11.83,No Sugar,0.045,Health and Hygiene,162.44,2009,Medium,Tier 2,Supermarket Type2,3582.89
14.07,Low Sugar,0.042,Baking Goods,184.24,1987,High,Tier 2,Supermarket Type1,2880.31
13.97,Regular,0.057,Fruits and Vegetables,155.49,2009,Medium,Tier 2,Supermarket Type2,3923.8
13.77,Low Sugar,0.015,Fruits and Vegetables,155.54,2009,Medium,Tier 2,Supermarket Type2,3879.32
12.69,Low Sugar,0.025,Meat,128.45,2009,Medium,Tier 2,Supermarket Type2,3081.17
11.89,Regular,0.118,Fruits and Vegetables,166.17,2009,Medium,Tier 2,Supermarket Type2,3672.01
12.44,Low Sugar,0.022,Snack Foods,133.88,2009,Medium,Tier 2,Supermarket Type2,3136.58
11.4,Low Sugar,0.016,Dairy,118.04,2009,Medium,Tier 2,Supermarket Type2,2577.08
12.09,Low Sugar,0.029,Frozen Foods,194.25,1999,Medium,Tier 1,Departmental Store,4291.76
13.2,Low Sugar,0.119,Meat,129.96,2009,Medium,Tier 2,Supermarket Type2,3226.96
11.52,No Sugar,0.043,Household,110.57,1987,High,Tier 2,Supermarket Type1,2451.61
15.5,Regular,0.143,Snack Foods,163.11,1999,Medium,Tier 1,Departmental Store,4426.14
10.33,Regular,0.054,Soft Drinks,151.65,1998,Small,Tier 3,Food Mart,1185.08
13.32,Low Sugar,0.03,Fruits and Vegetables,160.84,2009,Medium,Tier 2,Supermarket Type2,3886.05
12.12,Regular,0.076,Frozen Foods,112.44,2009,Medium,Tier 2,Supermarket Type2,2625.78
10.23,No Sugar,0.053,Household,142.02,2009,Medium,Tier 2,Supermarket Type2,2803.7
13.68,Low Sugar,0.022,Canned,169.62,1987,High,Tier 2,Supermarket Type1,4148.76
15.52,Low Sugar,0.085,Snack Foods,191.57,1999,Medium,Tier 1,Departmental Store,5012.4
11.93,Regular,0.04,Snack Foods,123.32,2009,Medium,Tier 2,Supermarket Type2,2804.14
9.64,Low Sugar,0.09,Snack Foods,122.95,1998,Small,Tier 3,Food Mart,2278.82
17.21,Low Sugar,0.033,Fruits and Vegetables,199.57,1999,Medium,Tier 1,Departmental Store,5558.43
12.01,Low Sugar,0.142,Dairy,151.9,2009,Medium,Tier 2,Supermarket Type2,3406.74
12.5,Low Sugar,0.052,Baking Goods,170.81,2009,Medium,Tier 2,Supermarket Type2,3905.75
13.36,Regular,0.018,Baking Goods,123.99,2009,Medium,Tier 2,Supermarket Type2,3141.35
12.73,No Sugar,0.104,Household,149.62,2009,Medium,Tier 2,Supermarket Type2,3523.26
12.71,Low Sugar,0.136,Starchy Foods,134.76,2009,Medium,Tier 2,Supermarket Type2,3216.12
16.34,Low Sugar,0.03,Frozen Foods,147.96,1999,Medium,Tier 1,Departmental Store,4305.39
16.21,Low Sugar,0.056,Snack Foods,129.8,2009,Medium,Tier 2,Supermarket Type2,3905.4
8.02,Low Sugar,0.065,Canned,124.97,1987,High,Tier 2,Supermarket Type1,3090.42
9.72,Low Sugar,0.03,Snack Foods,102.91,1998,Small,Tier 3,Food Mart,1887.4
16.83,Regular,0.054,Snack Foods,187.96,1999,Medium,Tier 1,Departmental Store,5235.81
16.09,Regular,0.019,Meat,182.14,1999,Medium,Tier 1,Departmental Store,4949.46
10.1,Low Sugar,0.035,Frozen Foods,157.43,2009,Medium,Tier 2,Supermarket Type2,3089.69
11.16,Low Sugar,0.014,Breads,162.72,2009,Medium,Tier 2,Supermarket Type2,3436.33
14.32,Low Sugar,0.041,Baking Goods,200.93,1987,High,Tier 2,Supermarket Type1,4932.32
13.46,Low Sugar,0.028,Frozen Foods,217.36,1999,Medium,Tier 1,Departmental Store,5075.08
14.84,Low Sugar,0.064,Dairy,135.55,2009,Medium,Tier 2,Supermarket Type2,3712.61
13.79,Low Sugar,0.015,Fruits and Vegetables,133.92,2009,Medium,Tier 2,Supermarket Type2,3442.25
11.88,Regular,0.142,Baking Goods,67.8,1998,Small,Tier 3,Food Mart,1658.53
6.78,Low Sugar,0.057,Fruits and Vegetables,119.22,1998,Small,Tier 3,Food Mart,1556.23
12.11,No Sugar,0.038,Household,150.48,2009,Medium,Tier 2,Supermarket Type2,3401.96
10.21,Low Sugar,0.038,Baking Goods,97.63,1998,Small,Tier 3,Food Mart,1890.83
15.52,Regular,0.014,Fruits and Vegetables,200.75,1999,Medium,Tier 1,Departmental Store,5200.84
8.99,Regular,0.123,Meat,176.56,2009,Medium,Tier 2,Supermarket Type2,3230.57
17.81,Low Sugar,0.027,Starchy Foods,250.57,1999,Medium,Tier 1,Departmental Store,6736.81
12.37,Low Sugar,0.048,Breads,146.7,2009,Medium,Tier 2,Supermarket Type2,3383.69
8.72,Regular,0.098,Frozen Foods,152.5,2009,Medium,Tier 2,Supermarket Type2,2675.68
9.61,Regular,0.118,Snack Foods,154.62,2009,Medium,Tier 2,Supermarket Type2,2921.65
12.77,Low Sugar,0.068,Fruits and Vegetables,140.79,2009,Medium,Tier 2,Supermarket Type2,3351.09
12.24,Low Sugar,0.042,Baking Goods,219.05,1987,High,Tier 2,Supermarket Type1,4833.51
11.95,reg,0.041,Canned,135.58,2009,Medium,Tier 2,Supermarket Type2,3059.57
11.61,Low Sugar,0.069,Snack Foods,135.73,2009,Medium,Tier 2,Supermarket Type2,2986.81
12.38,Low Sugar,0.045,Hard Drinks,132.33,2009,Medium,Tier 2,Supermarket Type2,3090.07
12.11,No Sugar,0.033,Health and Hygiene,175.29,2009,Medium,Tier 2,Supermarket Type2,3908.14
11.47,Regular,0.026,Baking Goods,117.64,2009,Medium,Tier 2,Supermarket Type2,2584.59
13.01,Low Sugar,0.043,Frozen Foods,162.94,2009,Medium,Tier 2,Supermarket Type2,3858.96
13.26,Low Sugar,0.093,Snack Foods,95.67,2009,Medium,Tier 2,Supermarket Type2,2540.04
11.82,Low Sugar,0.097,Fruits and Vegetables,164.34,2009,Medium,Tier 2,Supermarket Type2,3619.04
10.45,No Sugar,0.027,Household,124.42,1987,High,Tier 2,Supermarket Type1,2491.87
9.02,Low Sugar,0.141,Snack Foods,132.09,1987,High,Tier 2,Supermarket Type1,2327.2
16.23,Low Sugar,0.009,Dairy,184.92,1999,Medium,Tier 1,Departmental Store,5037.25
9.0,No Sugar,0.03,Health and Hygiene,31.0,1998,Small,Tier 3,Food Mart,253.53
9.84,Regular,0.102,Baking Goods,136.6,2009,Medium,Tier 2,Supermarket Type2,2604.08
13.61,Low Sugar,0.036,Hard Drinks,191.56,1987,High,Tier 2,Supermarket Type1,4580.42
12.4,Low Sugar,0.056,Snack Foods,168.06,2009,Medium,Tier 2,Supermarket Type2,3826.59
13.43,Low Sugar,0.185,Soft Drinks,129.18,2009,Medium,Tier 2,Supermarket Type2,3262.67
15.93,Low Sugar,0.014,Canned,172.22,1987,High,Tier 2,Supermarket Type1,4709.12
11.23,Regular,0.067,Snack Foods,148.57,2009,Medium,Tier 2,Supermarket Type2,3163.79
12.28,Low Sugar,0.083,Dairy,194.11,1999,Medium,Tier 1,Departmental Store,4333.03
10.91,Low Sugar,0.129,Fruits and Vegetables,120.67,2009,Medium,Tier 2,Supermarket Type2,2519.88
14.46,No Sugar,0.045,Health and Hygiene,135.14,2009,Medium,Tier 2,Supermarket Type2,3619.4
10.6,Low Sugar,0.147,Dairy,146.23,2009,Medium,Tier 2,Supermarket Type2,2973.2
13.33,Low Sugar,0.129,Fruits and Vegetables,154.17,2009,Medium,Tier 2,Supermarket Type2,3752.72
13.71,No Sugar,0.104,Health and Hygiene,172.2,1999,Medium,Tier 1,Departmental Store,4207.93
10.56,Low Sugar,0.051,Soft Drinks,143.92,2009,Medium,Tier 2,Supermarket Type2,2917.5
13.36,No Sugar,0.067,Health and Hygiene,130.26,2009,Medium,Tier 2,Supermarket Type2,3269.81
14.52,No Sugar,0.046,Others,186.63,1987,High,Tier 2,Supermarket Type1,4685.6
9.01,Regular,0.089,Canned,96.1,1998,Small,Tier 3,Food Mart,1588.94
11.92,Low Sugar,0.028,Snack Foods,176.11,2009,Medium,Tier 2,Supermarket Type2,3882.25
11.58,Regular,0.122,Canned,163.26,2009,Medium,Tier 2,Supermarket Type2,3542.29
13.94,Low Sugar,0.073,Dairy,165.92,1987,High,Tier 2,Supermarket Type1,4130.36
12.98,Regular,0.021,Breads,147.61,2009,Medium,Tier 2,Supermarket Type2,3538.76
11.57,Low Sugar,0.116,Dairy,131.07,2009,Medium,Tier 2,Supermarket Type2,2880.87
15.19,Low Sugar,0.04,Baking Goods,169.5,1999,Medium,Tier 1,Departmental Store,4487.29
10.64,Low Sugar,0.168,Canned,152.01,2009,Medium,Tier 2,Supermarket Type2,3099.3
15.41,Low Sugar,0.133,Dairy,166.49,1999,Medium,Tier 1,Departmental Store,4473.54
12.25,Low Sugar,0.051,Hard Drinks,161.77,2009,Medium,Tier 2,Supermarket Type2,3663.02
10.39,Low Sugar,0.172,Canned,122.25,1987,High,Tier 2,Supermarket Type1,2435.61
13.53,No Sugar,0.023,Household,196.65,1987,High,Tier 2,Supermarket Type1,4665.89
9.14,Regular,0.048,Canned,150.72,2009,Medium,Tier 2,Supermarket Type2,2735.04
11.27,No Sugar,0.021,Household,151.5,2009,Medium,Tier 2,Supermarket Type2,3231.46
13.17,Low Sugar,0.075,Fruits and Vegetables,185.03,1999,Medium,Tier 1,Departmental Store,4347.91
10.09,No Sugar,0.02,Household,116.0,1998,Small,Tier 3,Food Mart,2239.69
12.92,Regular,0.028,Fruits and Vegetables,165.72,2009,Medium,Tier 2,Supermarket Type2,3897.1
15.01,Regular,0.141,Breads,146.88,2009,Medium,Tier 2,Supermarket Type2,3982.14
9.24,Low Sugar,0.049,Breakfast,140.77,2009,Medium,Tier 2,Supermarket Type2,2554.71
16.22,Low Sugar,0.019,Seafood,162.84,1987,High,Tier 2,Supermarket Type1,4582.53
15.93,Low Sugar,0.041,Frozen Foods,149.16,1999,Medium,Tier 1,Departmental Store,4237.1
14.7,Low Sugar,0.015,Soft Drinks,227.14,1999,Medium,Tier 1,Departmental Store,5556.1
15.65,No Sugar,0.142,Household,179.45,1987,High,Tier 2,Supermarket Type1,4793.09
12.87,Low Sugar,0.033,Soft Drinks,152.44,2009,Medium,Tier 2,Supermarket Type2,3613.5
12.92,Low Sugar,0.104,Soft Drinks,110.45,2009,Medium,Tier 2,Supermarket Type2,2765.83
11.65,Low Sugar,0.063,Soft Drinks,154.33,2009,Medium,Tier 2,Supermarket Type2,3376.47
12.0,Low Sugar,0.097,Dairy,141.49,2009,Medium,Tier 2,Supermarket Type2,3191.41
15.75,Low Sugar,0.052,Snack Foods,153.4,1999,Medium,Tier 1,Departmental Store,4284.36
13.96,Low Sugar,0.017,Starchy Foods,134.3,2009,Medium,Tier 2,Supermarket Type2,3489.32
9.83,Low Sugar,0.131,Dairy,92.19,1998,Small,Tier 3,Food Mart,1693.14
10.55,Low Sugar,0.15,Frozen Foods,132.82,2009,Medium,Tier 2,Supermarket Type2,2688.24
13.62,Low Sugar,0.085,Hard Drinks,91.51,2009,Medium,Tier 2,Supermarket Type2,2535.01
11.81,Low Sugar,0.12,Fruits and Vegetables,160.44,2009,Medium,Tier 2,Supermarket Type2,3544.84
15.75,Regular,0.076,Dairy,144.77,1987,High,Tier 2,Supermarket Type1,4107.19
11.92,Regular,0.031,Dairy,138.42,1998,Small,Tier 3,Food Mart,800.44
10.9,Low Sugar,0.013,Snack Foods,91.2,1998,Small,Tier 3,Food Mart,1914.14
11.35,Low Sugar,0.016,Fruits and Vegetables,171.34,2009,Medium,Tier 2,Supermarket Type2,3656.26
13.92,Low Sugar,0.013,Frozen Foods,175.56,1999,Medium,Tier 1,Departmental Store,4323.92
14.21,Regular,0.176,Dairy,144.38,2009,Medium,Tier 2,Supermarket Type2,3751.48
10.49,Regular,0.027,Canned,138.04,2009,Medium,Tier 2,Supermarket Type2,2781.03
12.45,Low Sugar,0.057,Meat,114.21,2009,Medium,Tier 2,Supermarket Type2,2734.81
11.87,Low Sugar,0.1,Baking Goods,130.28,2009,Medium,Tier 2,Supermarket Type2,2933.24
13.89,Low Sugar,0.016,Breads,143.01,2009,Medium,Tier 2,Supermarket Type2,3649.8
17.15,Low Sugar,0.077,Fruits and Vegetables,170.33,1999,Medium,Tier 1,Departmental Store,4946.17
13.34,Low Sugar,0.048,Frozen Foods,154.53,1999,Medium,Tier 1,Departmental Store,5707.41
10.04,No Sugar,0.042,Household,119.11,1998,Small,Tier 3,Food Mart,2292.63
12.21,Low Sugar,0.034,Baking Goods,133.22,2009,Medium,Tier 2,Supermarket Type2,3070.12
14.47,Low Sugar,0.115,Dairy,170.55,1999,Medium,Tier 1,Departmental Store,4345.82
13.98,Regular,0.077,Fruits and Vegetables,176.77,1999,Medium,Tier 1,Departmental Store,4362.79
14.9,Low Sugar,0.05,Snack Foods,199.95,1999,Medium,Tier 1,Departmental Store,5043.15
13.39,No Sugar,0.112,Household,156.21,2009,Medium,Tier 2,Supermarket Type2,3808.57
12.57,Low Sugar,0.017,Baking Goods,143.12,2009,Medium,Tier 2,Supermarket Type2,3353.55
16.07,No Sugar,0.053,Household,200.63,1999,Medium,Tier 1,Departmental Store,5321.84
13.57,Regular,0.081,Meat,133.88,2009,Medium,Tier 2,Supermarket Type2,3392.46
8.96,No Sugar,0.022,Health and Hygiene,129.98,1998,Small,Tier 3,Food Mart,2269.34
10.92,Low Sugar,0.051,Canned,116.75,1987,High,Tier 2,Supermarket Type1,2442.72
11.64,Low Sugar,0.029,Frozen Foods,182.5,2009,Medium,Tier 2,Supermarket Type2,2585.94
8.53,Low Sugar,0.088,Baking Goods,122.87,1998,Small,Tier 3,Food Mart,1918.06
17.55,Low Sugar,0.058,Soft Drinks,209.8,1999,Medium,Tier 1,Departmental Store,5845.17
15.59,Regular,0.104,Snack Foods,149.51,1987,High,Tier 2,Supermarket Type1,4167.33
10.64,No Sugar,0.097,Household,130.78,2009,Medium,Tier 2,Supermarket Type2,2665.97
11.41,No Sugar,0.113,Household,143.49,2009,Medium,Tier 2,Supermarket Type2,3099.47
12.24,Regular,0.051,Canned,177.75,2009,Medium,Tier 2,Supermarket Type2,3987.9
14.93,Low Sugar,0.118,Fruits and Vegetables,171.78,1999,Medium,Tier 1,Departmental Store,4474.22
7.32,Low Sugar,0.09,Canned,110.03,1998,Small,Tier 3,Food Mart,1491.13
12.57,No Sugar,0.102,Health and Hygiene,219.33,1987,High,Tier 2,Supermarket Type1,4914.36
12.51,Low Sugar,0.014,Canned,133.07,2009,Medium,Tier 2,Supermarket Type2,3136.42
13.13,No Sugar,0.024,Others,179.25,1999,Medium,Tier 1,Departmental Store,4220.47
9.86,Regular,0.116,Meat,95.57,1998,Small,Tier 3,Food Mart,1769.49
11.37,Low Sugar,0.046,Hard Drinks,133.52,2009,Medium,Tier 2,Supermarket Type2,2887.6
13.63,Low Sugar,0.012,Fruits and Vegetables,163.98,1987,High,Tier 2,Supermarket Type1,4020.88
9.2,Low Sugar,0.061,Snack Foods,110.7,1998,Small,Tier 3,Food Mart,1929.27
13.57,Low Sugar,0.091,Frozen Foods,201.17,1998,Small,Tier 3,Food Mart,2290.59
9.98,Regular,0.027,Baking Goods,125.22,1987,High,Tier 2,Supermarket Type1,2403.73
15.73,Low Sugar,0.066,Snack Foods,182.77,1987,High,Tier 2,Supermarket Type1,3443.57
13.64,Low Sugar,0.021,Seafood,163.72,1987,High,Tier 2,Supermarket Type1,4017.87
9.79,No Sugar,0.043,Household,99.46,1998,Small,Tier 3,Food Mart,1832.68
9.51,Low Sugar,0.024,Fruits and Vegetables,88.16,1998,Small,Tier 3,Food Mart,1537.91
14.98,No Sugar,0.086,Health and Hygiene,116.36,2009,Medium,Tier 2,Supermarket Type2,3352.54
10.07,No Sugar,0.016,Household,136.53,2009,Medium,Tier 2,Supermarket Type2,2654.19
13.3,No Sugar,0.093,Health and Hygiene,158.62,2009,Medium,Tier 2,Supermarket Type2,3837.37
12.77,Low Sugar,0.052,Snack Foods,148.67,2009,Medium,Tier 2,Supermarket Type2,3512.39
11.44,Regular,0.097,Hard Drinks,126.14,2009,Medium,Tier 2,Supermarket Type2,2752.51
13.94,Low Sugar,0.133,Snack Foods,150.89,2009,Medium,Tier 2,Supermarket Type2,3823.7
16.06,Regular,0.07,Canned,184.56,1999,Medium,Tier 1,Departmental Store,4992.19
12.42,Low Sugar,0.119,Soft Drinks,168.13,2009,Medium,Tier 2,Supermarket Type2,3833.04
12.95,Regular,0.034,Canned,97.63,2009,Medium,Tier 2,Supermarket Type2,2509.43
11.3,No Sugar,0.059,Household,105.62,1987,High,Tier 2,Supermarket Type1,2300.56
17.56,No Sugar,0.105,Household,171.77,1999,Medium,Tier 1,Departmental Store,5068.3
10.98,Low Sugar,0.122,Soft Drinks,107.51,1998,Small,Tier 3,Food Mart,2266.26
13.8,Low Sugar,0.122,Soft Drinks,142.85,2009,Medium,Tier 2,Supermarket Type2,3626.11
10.24,Regular,0.059,Meat,115.23,1998,Small,Tier 3,Food Mart,2257.56
15.03,Regular,0.027,Starchy Foods,200.56,1999,Medium,Tier 1,Departmental Store,5086.24
16.59,No Sugar,0.077,Others,151.9,1999,Medium,Tier 1,Departmental Store,4443.4
15.22,Regular,0.098,Frozen Foods,172.71,1987,High,Tier 2,Supermarket Type1,4558.1
8.88,Regular,0.061,Frozen Foods,127.76,1998,Small,Tier 3,Food Mart,2207.15
14.96,Low Sugar,0.034,Dairy,159.93,1999,Medium,Tier 1,Departmental Store,4237.55
12.45,Regular,0.142,Frozen Foods,123.7,2009,Medium,Tier 2,Supermarket Type2,2930.83
14.51,Regular,0.066,Canned,131.78,2009,Medium,Tier 2,Supermarket Type2,3559.96
15.41,No Sugar,0.075,Others,176.5,1987,High,Tier 2,Supermarket Type1,4678.65
11.17,Low Sugar,0.016,Meat,137.87,2009,Medium,Tier 2,Supermarket Type2,4447.91
9.43,Low Sugar,0.09,Fruits and Vegetables,113.1,1998,Small,Tier 3,Food Mart,2030.46
17.45,No Sugar,0.097,Others,195.34,1999,Medium,Tier 1,Departmental Store,5525.34
14.47,Regular,0.01,Fruits and Vegetables,145.65,2009,Medium,Tier 2,Supermarket Type2,3835.95
11.36,Regular,0.112,Snack Foods,157.67,2009,Medium,Tier 2,Supermarket Type2,3379.19
14.6,Regular,0.124,Baking Goods,178.76,1987,High,Tier 2,Supermarket Type1,4543.38
